2023-11-03 10:36:45,428 [main.py         | 48] INFO: Start to run instance_10
2023-11-03 10:37:06,651 [simulate_environment.py | 149] INFO: Start to update the input of 2023-11-03 01:50:00
2023-11-03 10:37:06,651 [simulate_environment.py | 176] INFO: Get 4 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 10:37:08,270 [simulate_environment.py | 262] INFO: 2023-11-03 01:50:00, Item 0010370001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 10:37:08,270 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 12
2023-11-03 10:37:08,270 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 12
2023-11-03 10:37:08,270 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 12
2023-11-03 10:37:08,270 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 12
2023-11-03 10:37:08,270 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 12
2023-11-03 10:37:08,270 [simulate_environment.py | 107] INFO: **************************************************
2023-11-03 10:37:08,270 [simulate_environment.py | 111] INFO: cur time: 2023-11-03 02:00:00, pre time: 2023-11-03 01:50:00
2023-11-03 10:37:08,270 [simulate_environment.py | 149] INFO: Start to update the input of 2023-11-03 02:00:00
2023-11-03 10:37:08,278 [simulate_environment.py | 176] INFO: Get 4 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 10:37:09,887 [simulate_environment.py | 262] INFO: 2023-11-03 02:00:00, Item 0010370001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 10:37:09,887 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 13
2023-11-03 10:37:09,887 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 13
2023-11-03 10:37:09,887 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 13
2023-11-03 10:37:09,887 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 13
2023-11-03 10:37:09,887 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 13
2023-11-03 10:37:09,887 [simulate_environment.py | 107] INFO: **************************************************
2023-11-03 10:37:09,887 [simulate_environment.py | 111] INFO: cur time: 2023-11-03 02:10:00, pre time: 2023-11-03 02:00:00
2023-11-03 10:37:09,887 [simulate_environment.py | 149] INFO: Start to update the input of 2023-11-03 02:10:00
2023-11-03 10:37:09,895 [simulate_environment.py | 176] INFO: Get 4 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 10:37:11,497 [simulate_environment.py | 262] INFO: 2023-11-03 02:10:00, Item 0010370001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 10:37:11,497 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 14
2023-11-03 10:37:11,497 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 14
2023-11-03 10:37:11,497 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 14
2023-11-03 10:37:11,497 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 14
2023-11-03 10:37:11,497 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 14
2023-11-03 10:37:11,497 [simulate_environment.py | 107] INFO: **************************************************
2023-11-03 10:37:11,497 [simulate_environment.py | 111] INFO: cur time: 2023-11-03 02:20:00, pre time: 2023-11-03 02:10:00
2023-11-03 10:37:11,497 [simulate_environment.py | 149] INFO: Start to update the input of 2023-11-03 02:20:00
2023-11-03 10:37:11,497 [simulate_environment.py | 176] INFO: Get 4 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 10:37:13,107 [simulate_environment.py | 262] INFO: 2023-11-03 02:20:00, Item 0010370001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 10:37:13,107 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 15
2023-11-03 10:37:13,107 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 15
2023-11-03 10:37:13,107 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 15
2023-11-03 10:37:13,107 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 15
2023-11-03 10:37:13,107 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 15
2023-11-03 10:37:13,107 [simulate_environment.py | 107] INFO: **************************************************
2023-11-03 10:37:13,107 [simulate_environment.py | 111] INFO: cur time: 2023-11-03 02:30:00, pre time: 2023-11-03 02:20:00
2023-11-03 10:37:13,107 [simulate_environment.py | 149] INFO: Start to update the input of 2023-11-03 02:30:00
2023-11-03 10:37:13,107 [simulate_environment.py | 176] INFO: Get 5 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 10:37:14,708 [simulate_environment.py | 262] INFO: 2023-11-03 02:30:00, Item 0010370001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 10:37:14,708 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 16
2023-11-03 10:37:14,708 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 16
2023-11-03 10:37:14,708 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 16
2023-11-03 10:37:14,708 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 16
2023-11-03 10:37:14,708 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 16
2023-11-03 10:37:14,716 [simulate_environment.py | 107] INFO: **************************************************
2023-11-03 10:37:14,716 [simulate_environment.py | 111] INFO: cur time: 2023-11-03 02:40:00, pre time: 2023-11-03 02:30:00
2023-11-03 10:37:14,716 [simulate_environment.py | 149] INFO: Start to update the input of 2023-11-03 02:40:00
2023-11-03 10:37:14,716 [simulate_environment.py | 176] INFO: Get 5 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 10:37:16,318 [simulate_environment.py | 262] INFO: 2023-11-03 02:40:00, Item 0010370001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 10:37:16,318 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 17
2023-11-03 10:37:16,318 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 17
2023-11-03 10:37:16,326 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 17
2023-11-03 10:37:16,326 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 17
2023-11-03 10:37:16,326 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 17
2023-11-03 10:37:16,326 [simulate_environment.py | 107] INFO: **************************************************
2023-11-03 10:37:16,326 [simulate_environment.py | 111] INFO: cur time: 2023-11-03 02:50:00, pre time: 2023-11-03 02:40:00
2023-11-03 10:37:16,326 [simulate_environment.py | 149] INFO: Start to update the input of 2023-11-03 02:50:00
2023-11-03 10:37:16,326 [simulate_environment.py | 176] INFO: Get 5 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 10:37:17,930 [simulate_environment.py | 262] INFO: 2023-11-03 02:50:00, Item 0010370001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 10:37:17,930 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 18
2023-11-03 10:37:17,930 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 18
2023-11-03 10:37:17,930 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 18
2023-11-03 10:37:17,930 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 18
2023-11-03 10:37:17,930 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 18
2023-11-03 10:37:17,930 [simulate_environment.py | 107] INFO: **************************************************
2023-11-03 10:37:17,930 [simulate_environment.py | 111] INFO: cur time: 2023-11-03 03:00:00, pre time: 2023-11-03 02:50:00
2023-11-03 10:37:17,938 [simulate_environment.py | 149] INFO: Start to update the input of 2023-11-03 03:00:00
2023-11-03 10:37:17,942 [simulate_environment.py | 176] INFO: Get 2 unallocated order items, 3 ongoing order items, 0 completed order items
2023-11-03 10:37:19,556 [simulate_environment.py | 262] INFO: 2023-11-03 03:00:00, Item 0010370001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 10:37:19,556 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 19
2023-11-03 10:37:19,556 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 19
2023-11-03 10:37:19,556 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 19
2023-11-03 10:37:19,556 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 19
2023-11-03 10:37:19,556 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 19
2023-11-03 10:37:19,556 [simulate_environment.py | 107] INFO: **************************************************
2023-11-03 10:37:19,556 [simulate_environment.py | 111] INFO: cur time: 2023-11-03 03:10:00, pre time: 2023-11-03 03:00:00
2023-11-03 10:37:19,556 [simulate_environment.py | 149] INFO: Start to update the input of 2023-11-03 03:10:00
2023-11-03 10:37:19,567 [simulate_environment.py | 176] INFO: Get 24 unallocated order items, 4 ongoing order items, 0 completed order items
2023-11-03 10:37:21,189 [simulate_environment.py | 262] INFO: 2023-11-03 03:10:00, Item 0221280003-1: state = 1 < 2, we can not finish the simulation
2023-11-03 10:37:21,189 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 20
2023-11-03 10:37:21,189 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 20
2023-11-03 10:37:21,189 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 20
2023-11-03 10:37:21,189 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 20
2023-11-03 10:37:21,189 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 19
2023-11-03 10:37:21,189 [simulate_environment.py | 107] INFO: **************************************************
2023-11-03 10:37:21,189 [simulate_environment.py | 111] INFO: cur time: 2023-11-03 03:20:00, pre time: 2023-11-03 03:10:00
2023-11-03 10:37:21,189 [simulate_environment.py | 149] INFO: Start to update the input of 2023-11-03 03:20:00
2023-11-03 10:37:21,195 [simulate_environment.py | 176] INFO: Get 40 unallocated order items, 4 ongoing order items, 0 completed order items
2023-11-03 10:37:22,792 [simulate_environment.py | 262] INFO: 2023-11-03 03:20:00, Item 0221280003-1: state = 1 < 2, we can not finish the simulation
2023-11-03 10:37:22,792 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 21
2023-11-03 10:37:22,792 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 21
2023-11-03 10:37:22,792 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 20
2023-11-03 10:37:22,792 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 21
2023-11-03 10:37:22,800 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 19
2023-11-03 10:37:22,801 [simulate_environment.py | 107] INFO: **************************************************
2023-11-03 10:37:22,801 [simulate_environment.py | 111] INFO: cur time: 2023-11-03 03:30:00, pre time: 2023-11-03 03:20:00
2023-11-03 10:37:22,801 [simulate_environment.py | 149] INFO: Start to update the input of 2023-11-03 03:30:00
2023-11-03 10:37:22,817 [simulate_environment.py | 176] INFO: Get 28 unallocated order items, 19 ongoing order items, 0 completed order items
2023-11-03 10:37:24,434 [simulate_environment.py | 262] INFO: 2023-11-03 03:30:00, Item 0221280003-1: state = 1 < 2, we can not finish the simulation
2023-11-03 10:37:24,434 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 22
2023-11-03 10:37:24,434 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 21
2023-11-03 10:37:24,434 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 20
2023-11-03 10:37:24,434 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 22
2023-11-03 10:37:24,434 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_5 is  0.800, visited node list: 20
2023-11-03 10:37:24,434 [simulate_environment.py | 107] INFO: **************************************************
2023-11-03 10:37:24,434 [simulate_environment.py | 111] INFO: cur time: 2023-11-03 03:40:00, pre time: 2023-11-03 03:30:00
2023-11-03 10:37:24,434 [simulate_environment.py | 149] INFO: Start to update the input of 2023-11-03 03:40:00
2023-11-03 10:37:24,442 [simulate_environment.py | 176] INFO: Get 28 unallocated order items, 15 ongoing order items, 4 completed order items
2023-11-03 10:37:26,050 [simulate_environment.py | 262] INFO: 2023-11-03 03:40:00, Item 0221280003-1: state = 1 < 2, we can not finish the simulation
2023-11-03 10:37:26,050 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 23
2023-11-03 10:37:26,050 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 21
2023-11-03 10:37:26,050 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_3 is  0.300, visited node list: 21
2023-11-03 10:37:26,050 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 22
2023-11-03 10:37:26,050 [evaluator.py    | 61] INFO: Traveling Distance of Vehicle V_5 is  0.800, visited node list: 20
2023-11-03 10:37:26,050 [simulate_environment.py | 107] INFO: **************************************************
