2023-11-03 13:45:33,257 [main.py         | 48] INFO: Start to run instance_11
2023-11-03 13:45:42,220 [simulate_environment.py | 270] INFO: 2023-11-03 00:30:00, Item 0001210001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 13:45:42,220 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 4
2023-11-03 13:45:42,220 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 4
2023-11-03 13:45:42,220 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 4
2023-11-03 13:45:42,220 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 4
2023-11-03 13:45:42,228 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 4
2023-11-03 13:45:42,228 [simulate_environment.py | 115] INFO: **************************************************
2023-11-03 13:45:42,228 [simulate_environment.py | 119] INFO: cur time: 2023-11-03 00:40:00, pre time: 2023-11-03 00:30:00
2023-11-03 13:45:42,228 [simulate_environment.py | 157] INFO: Start to update the input of 2023-11-03 00:40:00
2023-11-03 13:45:42,228 [simulate_environment.py | 184] INFO: Get 12 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 13:45:43,845 [simulate_environment.py | 270] INFO: 2023-11-03 00:40:00, Item 0001210001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 13:45:43,845 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 5
2023-11-03 13:45:43,853 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 5
2023-11-03 13:45:43,853 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 5
2023-11-03 13:45:43,853 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 5
2023-11-03 13:45:43,853 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 5
2023-11-03 13:45:43,853 [simulate_environment.py | 115] INFO: **************************************************
2023-11-03 13:45:43,853 [simulate_environment.py | 119] INFO: cur time: 2023-11-03 00:50:00, pre time: 2023-11-03 00:40:00
2023-11-03 13:45:43,853 [simulate_environment.py | 157] INFO: Start to update the input of 2023-11-03 00:50:00
2023-11-03 13:45:43,853 [simulate_environment.py | 184] INFO: Get 14 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 13:45:45,493 [simulate_environment.py | 270] INFO: 2023-11-03 00:50:00, Item 0001210001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 13:45:45,493 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 6
2023-11-03 13:45:45,493 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 6
2023-11-03 13:45:45,493 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 6
2023-11-03 13:45:45,501 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 6
2023-11-03 13:45:45,501 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 6
2023-11-03 13:45:45,501 [simulate_environment.py | 115] INFO: **************************************************
2023-11-03 13:45:45,501 [simulate_environment.py | 119] INFO: cur time: 2023-11-03 01:00:00, pre time: 2023-11-03 00:50:00
2023-11-03 13:45:45,501 [simulate_environment.py | 157] INFO: Start to update the input of 2023-11-03 01:00:00
2023-11-03 13:45:45,501 [simulate_environment.py | 184] INFO: Get 14 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 13:45:47,137 [simulate_environment.py | 270] INFO: 2023-11-03 01:00:00, Item 0001210001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 13:45:47,137 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 7
2023-11-03 13:45:47,137 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 7
2023-11-03 13:45:47,137 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 7
2023-11-03 13:45:47,137 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 7
2023-11-03 13:45:47,137 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 7
2023-11-03 13:45:47,137 [simulate_environment.py | 115] INFO: **************************************************
2023-11-03 13:45:47,137 [simulate_environment.py | 119] INFO: cur time: 2023-11-03 01:10:00, pre time: 2023-11-03 01:00:00
2023-11-03 13:45:47,137 [simulate_environment.py | 157] INFO: Start to update the input of 2023-11-03 01:10:00
2023-11-03 13:45:47,145 [simulate_environment.py | 184] INFO: Get 14 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 13:45:48,763 [simulate_environment.py | 270] INFO: 2023-11-03 01:10:00, Item 0001210001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 13:45:48,771 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 8
2023-11-03 13:45:48,771 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 8
2023-11-03 13:45:48,771 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 8
2023-11-03 13:45:48,771 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 8
2023-11-03 13:45:48,771 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 8
2023-11-03 13:45:48,771 [simulate_environment.py | 115] INFO: **************************************************
2023-11-03 13:45:48,771 [simulate_environment.py | 119] INFO: cur time: 2023-11-03 01:20:00, pre time: 2023-11-03 01:10:00
2023-11-03 13:45:48,771 [simulate_environment.py | 157] INFO: Start to update the input of 2023-11-03 01:20:00
2023-11-03 13:45:48,771 [simulate_environment.py | 184] INFO: Get 14 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 13:45:50,404 [simulate_environment.py | 270] INFO: 2023-11-03 01:20:00, Item 0001210001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 13:45:50,404 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 9
2023-11-03 13:45:50,404 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 9
2023-11-03 13:45:50,404 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 9
2023-11-03 13:45:50,404 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 9
2023-11-03 13:45:50,404 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 9
2023-11-03 13:45:50,404 [simulate_environment.py | 115] INFO: **************************************************
2023-11-03 13:45:50,404 [simulate_environment.py | 119] INFO: cur time: 2023-11-03 01:30:00, pre time: 2023-11-03 01:20:00
2023-11-03 13:45:50,404 [simulate_environment.py | 157] INFO: Start to update the input of 2023-11-03 01:30:00
2023-11-03 13:45:50,404 [simulate_environment.py | 184] INFO: Get 14 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 13:45:52,022 [simulate_environment.py | 270] INFO: 2023-11-03 01:30:00, Item 0001210001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 13:45:52,022 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 10
2023-11-03 13:45:52,022 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 10
2023-11-03 13:45:52,030 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 10
2023-11-03 13:45:52,030 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 10
2023-11-03 13:45:52,030 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 10
2023-11-03 13:45:52,030 [simulate_environment.py | 115] INFO: **************************************************
2023-11-03 13:45:52,030 [simulate_environment.py | 119] INFO: cur time: 2023-11-03 01:40:00, pre time: 2023-11-03 01:30:00
2023-11-03 13:45:52,030 [simulate_environment.py | 157] INFO: Start to update the input of 2023-11-03 01:40:00
2023-11-03 13:45:52,030 [simulate_environment.py | 184] INFO: Get 14 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 13:45:53,665 [simulate_environment.py | 270] INFO: 2023-11-03 01:40:00, Item 0001210001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 13:45:53,665 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 11
2023-11-03 13:45:53,665 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 11
2023-11-03 13:45:53,665 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 11
2023-11-03 13:45:53,665 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 11
2023-11-03 13:45:53,665 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 11
2023-11-03 13:45:53,665 [simulate_environment.py | 115] INFO: **************************************************
2023-11-03 13:45:53,665 [simulate_environment.py | 119] INFO: cur time: 2023-11-03 01:50:00, pre time: 2023-11-03 01:40:00
2023-11-03 13:45:53,665 [simulate_environment.py | 157] INFO: Start to update the input of 2023-11-03 01:50:00
2023-11-03 13:45:53,665 [simulate_environment.py | 184] INFO: Get 14 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 13:45:55,294 [simulate_environment.py | 270] INFO: 2023-11-03 01:50:00, Item 0001210001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 13:45:55,302 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 12
2023-11-03 13:45:55,302 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 12
2023-11-03 13:45:55,302 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 12
2023-11-03 13:45:55,302 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 12
2023-11-03 13:45:55,302 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 12
2023-11-03 13:45:55,302 [simulate_environment.py | 115] INFO: **************************************************
2023-11-03 13:45:55,302 [simulate_environment.py | 119] INFO: cur time: 2023-11-03 02:00:00, pre time: 2023-11-03 01:50:00
2023-11-03 13:45:55,302 [simulate_environment.py | 157] INFO: Start to update the input of 2023-11-03 02:00:00
2023-11-03 13:45:55,302 [simulate_environment.py | 184] INFO: Get 14 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 13:45:56,950 [simulate_environment.py | 270] INFO: 2023-11-03 02:00:00, Item 0001210001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 13:45:56,950 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 13
2023-11-03 13:45:56,950 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 13
2023-11-03 13:45:56,958 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 13
2023-11-03 13:45:56,958 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 13
2023-11-03 13:45:56,958 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 13
2023-11-03 13:45:56,958 [simulate_environment.py | 115] INFO: **************************************************
2023-11-03 13:45:56,958 [simulate_environment.py | 119] INFO: cur time: 2023-11-03 02:10:00, pre time: 2023-11-03 02:00:00
2023-11-03 13:45:56,958 [simulate_environment.py | 157] INFO: Start to update the input of 2023-11-03 02:10:00
2023-11-03 13:45:56,973 [simulate_environment.py | 184] INFO: Get 15 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 13:45:58,606 [simulate_environment.py | 270] INFO: 2023-11-03 02:10:00, Item 0001210001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 13:45:58,606 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 14
2023-11-03 13:45:58,606 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 14
2023-11-03 13:45:58,606 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 14
2023-11-03 13:45:58,606 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 14
2023-11-03 13:45:58,606 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 14
2023-11-03 13:45:58,606 [simulate_environment.py | 115] INFO: **************************************************
2023-11-03 13:45:58,606 [simulate_environment.py | 119] INFO: cur time: 2023-11-03 02:20:00, pre time: 2023-11-03 02:10:00
2023-11-03 13:45:58,606 [simulate_environment.py | 157] INFO: Start to update the input of 2023-11-03 02:20:00
2023-11-03 13:45:58,614 [simulate_environment.py | 184] INFO: Get 15 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 13:46:00,233 [simulate_environment.py | 270] INFO: 2023-11-03 02:20:00, Item 0001210001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 13:46:00,233 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 15
2023-11-03 13:46:00,233 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 15
2023-11-03 13:46:00,241 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 15
2023-11-03 13:46:00,241 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 15
2023-11-03 13:46:00,241 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 14
2023-11-03 13:46:00,241 [simulate_environment.py | 115] INFO: **************************************************
2023-11-03 13:46:00,241 [simulate_environment.py | 119] INFO: cur time: 2023-11-03 02:30:00, pre time: 2023-11-03 02:20:00
2023-11-03 13:46:00,241 [simulate_environment.py | 157] INFO: Start to update the input of 2023-11-03 02:30:00
2023-11-03 13:46:00,254 [simulate_environment.py | 184] INFO: Get 15 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 13:46:01,889 [simulate_environment.py | 270] INFO: 2023-11-03 02:30:00, Item 0001210001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 13:46:01,889 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 16
2023-11-03 13:46:01,897 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 16
2023-11-03 13:46:01,897 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 16
2023-11-03 13:46:01,897 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 16
2023-11-03 13:46:01,897 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 14
2023-11-03 13:46:01,897 [simulate_environment.py | 115] INFO: **************************************************
2023-11-03 13:46:01,897 [simulate_environment.py | 119] INFO: cur time: 2023-11-03 02:40:00, pre time: 2023-11-03 02:30:00
2023-11-03 13:46:01,897 [simulate_environment.py | 157] INFO: Start to update the input of 2023-11-03 02:40:00
2023-11-03 13:46:01,911 [simulate_environment.py | 184] INFO: Get 10 unallocated order items, 6 ongoing order items, 0 completed order items
2023-11-03 13:46:03,580 [simulate_environment.py | 270] INFO: 2023-11-03 02:40:00, Item 0017140003-1: state = 1 < 2, we can not finish the simulation
2023-11-03 13:46:03,580 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 17
2023-11-03 13:46:03,580 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 17
2023-11-03 13:46:03,580 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 17
2023-11-03 13:46:03,580 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 17
2023-11-03 13:46:03,588 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 14
2023-11-03 13:46:03,588 [simulate_environment.py | 115] INFO: **************************************************
2023-11-03 13:46:03,588 [simulate_environment.py | 119] INFO: cur time: 2023-11-03 02:50:00, pre time: 2023-11-03 02:40:00
2023-11-03 13:46:03,588 [simulate_environment.py | 157] INFO: Start to update the input of 2023-11-03 02:50:00
2023-11-03 13:46:03,598 [simulate_environment.py | 184] INFO: Get 6 unallocated order items, 10 ongoing order items, 0 completed order items
2023-11-03 13:46:05,262 [simulate_environment.py | 270] INFO: 2023-11-03 02:50:00, Item 0017140003-1: state = 1 < 2, we can not finish the simulation
2023-11-03 13:46:05,270 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 18
2023-11-03 13:46:05,270 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 17
2023-11-03 13:46:05,270 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 17
2023-11-03 13:46:05,270 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 18
2023-11-03 13:46:05,270 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 14
2023-11-03 13:46:05,270 [simulate_environment.py | 115] INFO: **************************************************
2023-11-03 13:46:05,270 [simulate_environment.py | 119] INFO: cur time: 2023-11-03 03:00:00, pre time: 2023-11-03 02:50:00
2023-11-03 13:46:05,270 [simulate_environment.py | 157] INFO: Start to update the input of 2023-11-03 03:00:00
2023-11-03 13:46:05,285 [simulate_environment.py | 184] INFO: Get 7 unallocated order items, 10 ongoing order items, 0 completed order items
2023-11-03 13:46:06,927 [simulate_environment.py | 270] INFO: 2023-11-03 03:00:00, Item 0017140003-1: state = 1 < 2, we can not finish the simulation
2023-11-03 13:46:06,927 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 18
2023-11-03 13:46:06,927 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 17
2023-11-03 13:46:06,935 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 17
2023-11-03 13:46:06,935 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 18
2023-11-03 13:46:06,935 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_5 is  0.000, visited node list: 14
2023-11-03 13:46:06,935 [simulate_environment.py | 115] INFO: **************************************************
2023-11-03 13:46:06,935 [simulate_environment.py | 119] INFO: cur time: 2023-11-03 03:10:00, pre time: 2023-11-03 03:00:00
2023-11-03 13:46:06,935 [simulate_environment.py | 157] INFO: Start to update the input of 2023-11-03 03:10:00
2023-11-03 13:46:06,941 [simulate_environment.py | 184] INFO: Get 6 unallocated order items, 11 ongoing order items, 0 completed order items
2023-11-03 13:46:08,592 [simulate_environment.py | 270] INFO: 2023-11-03 03:10:00, Item 0020420004-1: state = 1 < 2, we can not finish the simulation
2023-11-03 13:46:08,592 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 18
2023-11-03 13:46:08,600 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 17
2023-11-03 13:46:08,600 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_3 is  0.000, visited node list: 17
2023-11-03 13:46:08,600 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 18
2023-11-03 13:46:08,600 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_5 is  15.200, visited node list: 15
2023-11-03 13:46:08,600 [simulate_environment.py | 115] INFO: **************************************************
2023-11-03 13:46:08,600 [simulate_environment.py | 119] INFO: cur time: 2023-11-03 03:20:00, pre time: 2023-11-03 03:10:00
2023-11-03 13:46:08,600 [simulate_environment.py | 157] INFO: Start to update the input of 2023-11-03 03:20:00
2023-11-03 13:46:08,614 [simulate_environment.py | 184] INFO: Get 8 unallocated order items, 7 ongoing order items, 4 completed order items
2023-11-03 13:46:10,243 [simulate_environment.py | 270] INFO: 2023-11-03 03:20:00, Item 0020420004-1: state = 1 < 2, we can not finish the simulation
2023-11-03 13:46:10,243 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 18
2023-11-03 13:46:10,243 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_2 is  0.000, visited node list: 17
2023-11-03 13:46:10,243 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_3 is  2.100, visited node list: 18
2023-11-03 13:46:10,251 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 18
2023-11-03 13:46:10,251 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_5 is  15.200, visited node list: 15
2023-11-03 13:46:10,251 [simulate_environment.py | 115] INFO: **************************************************
2023-11-03 13:46:10,251 [simulate_environment.py | 119] INFO: cur time: 2023-11-03 03:30:00, pre time: 2023-11-03 03:20:00
2023-11-03 13:46:10,251 [simulate_environment.py | 157] INFO: Start to update the input of 2023-11-03 03:30:00
2023-11-03 13:46:10,254 [simulate_environment.py | 184] INFO: Get 10 unallocated order items, 7 ongoing order items, 4 completed order items
2023-11-03 13:46:11,886 [simulate_environment.py | 270] INFO: 2023-11-03 03:30:00, Item 0020420004-1: state = 1 < 2, we can not finish the simulation
2023-11-03 13:46:11,894 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 18
2023-11-03 13:46:11,894 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_2 is  8.400, visited node list: 18
2023-11-03 13:46:11,894 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_3 is  2.100, visited node list: 18
2023-11-03 13:46:11,894 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_4 is  0.000, visited node list: 18
2023-11-03 13:46:11,894 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_5 is  15.200, visited node list: 15
2023-11-03 13:46:11,894 [simulate_environment.py | 115] INFO: **************************************************
2023-11-03 13:46:11,894 [simulate_environment.py | 119] INFO: cur time: 2023-11-03 03:40:00, pre time: 2023-11-03 03:30:00
2023-11-03 13:46:11,894 [simulate_environment.py | 157] INFO: Start to update the input of 2023-11-03 03:40:00
2023-11-03 13:46:11,902 [simulate_environment.py | 184] INFO: Get 10 unallocated order items, 5 ongoing order items, 6 completed order items
2023-11-03 13:46:13,537 [simulate_environment.py | 270] INFO: 2023-11-03 03:40:00, Item 0020420004-1: state = 1 < 2, we can not finish the simulation
2023-11-03 13:46:13,537 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_1 is  0.000, visited node list: 18
2023-11-03 13:46:13,537 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_2 is  8.400, visited node list: 18
2023-11-03 13:46:13,545 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_3 is  2.100, visited node list: 18
2023-11-03 13:46:13,545 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_4 is  12.400, visited node list: 19
2023-11-03 13:46:13,545 [evaluator.py    | 64] INFO: Traveling Distance of Vehicle V_5 is  15.200, visited node list: 15
2023-11-03 13:46:13,545 [simulate_environment.py | 115] INFO: **************************************************
